uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
34107,Iizuka-senpai x Blazer: Ane Kyun! yori The Animation,,['Hentai'],"Nov 4, 2016",1.0,3997,6317,,6.94,https://cdn.myanimelist.net/images/anime/10/83030.jpg,https://myanimelist.net/anime/34107/Iizuka-senpai_x_Blazer__Ane_Kyun_yori_The_Animation
2136,Front Innocent: Mou Hitotsu no Lady Innocent,"During the Civil War, the powerful landowner Carson had a beautiful daughter with an innocent heart. As Faye enjoys an intense sexual relationship with her friend John and her servant girl Sophia, the end of her innocent days draws near. The mysterious Lord Mark has set his eyes on her and will stop at nothing to get her. 
 
(Source: Anime-Legion)","['Hentai', 'Historical']","Mar 10, 2005",1.0,10762,4201,,6.94,https://cdn.myanimelist.net/images/anime/4/41595.jpg,https://myanimelist.net/anime/2136/Front_Innocent__Mou_Hitotsu_no_Lady_Innocent
37088,Enkou JK Bitch Gal: Ojisan to Namapako Seikatsu,A student gets seduced by his kinky female classmates.,['Hentai'],"Feb 9, 2018 to Mar 9, 2018",2.0,3182,6900,,6.94,https://cdn.myanimelist.net/images/anime/1065/103771.jpg,https://myanimelist.net/anime/37088/Enkou_JK_Bitch_Gal__Ojisan_to_Namapako_Seikatsu
4360,Uchuu Kaizoku Sara,"Sarah is a most terrible pirate knight who dances her way around the galaxy empire that has been ravaged by war. In the galaxy ruled by a number of power-hungry rival warlords, an evil sadistic web is woven around Sarah, who is slowly guided down to her destruction. When the silver knight Sylia comes across the evil aristocrats who have run the gamut of corruption in the galaxy and the slave traders of darkness, the demonic twins, a desperate predicament is visited upon Sarah!! 
 
(Source: dlsite)","['Hentai', 'Sci-Fi', 'Supernatural']","Apr 26, 2008 to Feb 20, 2010",4.0,8279,4679,,6.95,https://cdn.myanimelist.net/images/anime/13/33447.jpg,https://myanimelist.net/anime/4360/Uchuu_Kaizoku_Sara
21363,Tokubetsu Jugyou 3 SLG The Animation,"Based on a game by Bishop. 
 
Ishizuka Kengo has started working as a teacher at the school he graduated from and has been given the job of taking care of the old school building until it gets demolished. While for others that task may have been troublesome for him it is an opportunity to satisfy his dark desires, and he wastes no time doing so... 
 
Ishizuka's first target is Morimiya Saki, a student at the school, but soon he also targets Saki's friend Arisa, Saki's mother Rie, and another teacher at the school—Mashima Mikako. What awaits these four at the hands of the sadistic teacher? 
 
(Source: AniDB)",['Hentai'],"Jan 3, 2014 to Jul 4, 2014",2.0,4506,6003,,6.95,https://cdn.myanimelist.net/images/anime/7/56393.jpg,https://myanimelist.net/anime/21363/Tokubetsu_Jugyou_3_SLG_The_Animation
39640,"Tenioha! 2: Nee, Motto Ecchi na Koto Ippai Shiyo? The Animation",,['Hentai'],"Jun 28, 2019 to ?",,1588,8488,,6.95,https://cdn.myanimelist.net/images/anime/1668/103716.jpg,https://myanimelist.net/anime/39640/Tenioha_2__Nee_Motto_Ecchi_na_Koto_Ippai_Shiyo_The_Animation
14379,Shoujo x Shoujo x Shoujo The Animation,"After running away from his eccentric and cruel father and cutting all ties with his family, Kengo receives a desperate plea for help from the daughters of his father's concubines seven years later. He decides to return home to help them and face his past. 
 
(Source: ANN)","['Harem', 'Hentai']","Aug 31, 2012 to Nov 30, 2012",2.0,5689,5457,,6.95,https://cdn.myanimelist.net/images/anime/7/39425.jpg,https://myanimelist.net/anime/14379/Shoujo_x_Shoujo_x_Shoujo_The_Animation
27413,Shinkyoku no Grimoire The Animation,Based on the adult manga by Sawaru Erect.,"['Hentai', 'Demons', 'Supernatural', 'Fantasy']","Nov 28, 2014 to Dec 25, 2015",2.0,4315,6101,,6.95,https://cdn.myanimelist.net/images/anime/12/66787.jpg,https://myanimelist.net/anime/27413/Shinkyoku_no_Grimoire_The_Animation
24911,Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,Based on the adult game by Marine.,['Hentai'],"Sep 19, 2014",1.0,3852,6400,,6.95,https://cdn.myanimelist.net/images/anime/1253/104169.jpg,https://myanimelist.net/anime/24911/Kyonyuu_Try__Tanki_Shuuchuu_Chichi_Momi_Lesson
37771,Kiniitta Chitsu ni Ikinari Nakadashi OK na Resort-tou,Based on the doujin manga by Aomizuan.,['Hentai'],"Sep 20, 2017 to Oct 13, 2017",2.0,1758,8268,,6.95,https://cdn.myanimelist.net/images/anime/1495/104144.jpg,https://myanimelist.net/anime/37771/Kiniitta_Chitsu_ni_Ikinari_Nakadashi_OK_na_Resort-tou
32895,Chijoku no Seifuku,Based on the game by Bishop. ,['Hentai'],"May 20, 2016 to Jun 17, 2016",2.0,5033,5751,,6.95,https://cdn.myanimelist.net/images/anime/1292/104316.jpg,https://myanimelist.net/anime/32895/Chijoku_no_Seifuku
31189,Watashi ga Toriko ni Natte Yaru,"Shiho and Saki may be focusing a lot of their efforts on the girl's swim team, but most of the action in their lives is taking place outside of the pool. Shiho discovers one of the school's male students hiding in her changing room locker with a camera, waiting for the chance to film her. Though he was bullied into the situation, Shiho is prepared to show him no mercy and punish him through the most pleasurable means she can think of. 
 
Saki on the other hand is committed to her boyfriend who has more than a little bit of a fetish for underwear. How will he react to the new competitive swimsuit that Saki is wearing though? A meeting on the roof of the high school will determine that, but there's the dangerous, yet tantalizing, chance that they might get discovered. 
 
When a high school has a busty swim team and an unofficial voyeur club, the combination of them gives you the events of  Watashi ga Toriko ni Natte Yaru .",['Hentai'],"Sep 18, 2015 to Oct 2, 2015",2.0,5868,5404,,6.96,https://cdn.myanimelist.net/images/anime/1014/104329.jpg,https://myanimelist.net/anime/31189/Watashi_ga_Toriko_ni_Natte_Yaru
21751,Okusama wa Moto Yariman,"Based on a doujin game by Orc Soft. 
 
Yuuto is living alone in an apartment complex but thanks to his neighbours Megumi, Anna and Mako he's not feeling lonely. Though he enjoys their company (and their looks) he is a bit disappointed that they always treat him as a child, not as a man. 
 
Things change on the night of his birthday when, after the party the three throw for him, Megumi tells him that as a birthday present she'll do something for him. It's the beginning of Yuuto's hot summer vacation with the three busty women... 
 
(Source: AniDB)",['Hentai'],"Feb 28, 2014 to Nov 27, 2015",2.0,7510,4887,,6.97,https://cdn.myanimelist.net/images/anime/11/58155.jpg,https://myanimelist.net/anime/21751/Okusama_wa_Moto_Yariman
32833,Nudist Beach ni Shuugaku Ryokou de!! The Animation,Based on the manga by Shiwasu no Okina.,['Hentai'],"May 27, 2016 to Oct 28, 2016",2.0,8320,4693,,6.97,https://cdn.myanimelist.net/images/anime/3/78974.jpg,https://myanimelist.net/anime/32833/Nudist_Beach_ni_Shuugaku_Ryokou_de_The_Animation
17537,Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,Based on the erotic game by Tinker Bell.,['Hentai'],"Apr 26, 2013 to Jul 26, 2013",2.0,5272,5637,,6.98,https://cdn.myanimelist.net/images/anime/13/46853.jpg,https://myanimelist.net/anime/17537/Ryou_Seibai__Gakuen_Bishoujo_Seisai_Hiroku
10458,Ran->Sem: Hakudaku Delmo Tsuma no Miira Tori,"After the disappearance of her sister and finding out she had joined a suspicious enlightenment group seminar, Riko enlisted herself into the course to find her but the only way to reach the same course as her was to rank up and the only way to do so was to help others release... that being through sex.  
 
",['Hentai'],"May 27, 2011 to Jun 24, 2011",2.0,7254,4942,,6.99,https://cdn.myanimelist.net/images/anime/7/28720.jpg,https://myanimelist.net/anime/10458/Ran-%3ESem__Hakudaku_Delmo_Tsuma_no_Miira_Tori
36889,Oyasumi Sex,,['Hentai'],"Oct 26, 2018 to May 3, 2019",2.0,3620,6584,,6.99,https://cdn.myanimelist.net/images/anime/1115/96033.jpg,https://myanimelist.net/anime/36889/Oyasumi_Sex
25923,Oppai Gakuen Marching Band-bu!,"An average boy receives one day a special camera from a mysterious, massively-endowed girl in a bunny suit. This camera has the ability to make any girl photographed with it unbearably horny, deepening their erotic agony with each picture you take. And when the sexual tension finally boils over, the only way to quench these uniformed vixens' thirst is by having them service you with their enormous breasts! 
 
(Source: J-List)",['Hentai'],"Oct 24, 2014",1.0,5127,5711,,6.99,https://cdn.myanimelist.net/images/anime/4/65655.jpg,https://myanimelist.net/anime/25923/Oppai_Gakuen_Marching_Band-bu
19859,Yokujou Bazooka The Animation,Based on the adult manga by Taropun,['Hentai'],"Oct 25, 2013",1.0,4326,6096,,7.01,https://cdn.myanimelist.net/images/anime/13/53255.jpg,https://myanimelist.net/anime/19859/Yokujou_Bazooka_The_Animation
17867,Nuki Doki! Tenshi to Akuma no Sakusei Battle,"Based on the erotic game by Grand Cru Bourgeois.  
 
Angels and demons had fought over a long time to see who reign supreme. In order to bring closure to this feud. An Angel name Sera and a demon named Firika were sent to the human world to finish this competition. The leader of both angels and demons decided that both the angel and demon must contend for the love of a human named Yamato. Thus, Sera and Firika compete to for Yamato's love and the supremacy of their entire race. 
 
(Source: BakaBT)",['Hentai'],"May 31, 2013 to Sep 27, 2013",2.0,10157,4325,,7.02,https://cdn.myanimelist.net/images/anime/4/52869.jpg,https://myanimelist.net/anime/17867/Nuki_Doki_Tenshi_to_Akuma_no_Sakusei_Battle
16914,Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,Based on the erotic game by Syrup: Honey Sweet.,['Hentai'],"Feb 22, 2013 to Jun 28, 2013",2.0,6362,5228,,7.02,https://cdn.myanimelist.net/images/anime/1595/103901.jpg,https://myanimelist.net/anime/16914/Chu_Shite_Agechau__Oshikake_Oneesan_no_Seikou_Chiryou
35446,Residence,"The series takes place at a special mansion that transforms all who enter into beautiful women. After hearing rumors of a treasure within its walls, a man enters...","['Hentai', 'Demons']","May 12, 2017 to Jan 12, 2018",3.0,5244,5664,,7.03,https://cdn.myanimelist.net/images/anime/9/85444.jpg,https://myanimelist.net/anime/35446/Residence
31789,Oni Chichi: Vacation,Based on the adult game by Blue Gale. ,['Hentai'],"Apr 28, 2016",1.0,9390,4473,,7.04,https://cdn.myanimelist.net/images/anime/1633/104318.jpg,https://myanimelist.net/anime/31789/Oni_Chichi__Vacation
24377,Spocon!,"Tatsuya excelled at all sports during his school years. Now instead of being an athlete, he trains to be a coach at his former teacher's school Academy Josho. However, the leader of the swimming club Katsumi tried to seduce him in order to improve her results by any means. He opposed her actions, but could it be that the elite players from other clubs also have the same plan!? 
 
(Source: Hau~ Omochikaeri!)",['Hentai'],"Sep 26, 2014 to Oct 31, 2014",2.0,5457,5556,,7.04,https://cdn.myanimelist.net/images/anime/4/62959.jpg,https://myanimelist.net/anime/24377/Spocon
16189,Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita,"Based on the erotic game by Orcsoft. 
 
Ever since Ayako's husband died, Akito took it upon himself to guard her as his cousin. However, he suddenly realized that this situation can lead to something even more intimate... Will his virginity be in trouble? 
 
(Source: HentaiTake)",['Hentai'],"Jan 25, 2013",1.0,6107,5324,,7.04,https://cdn.myanimelist.net/images/anime/1426/104272.jpg,https://myanimelist.net/anime/16189/Miboujin_Nikki__Akogare_no_Ano_Hito_to_Hitotsu_Yane_no_Shita
2433,Lingeries,"As Yusuke Nakonishi begins his new job at the Best Beauty Body Lingerie Company, little does he know that he's about to find himself in the center of a ring of business and sexual intrigue. Charged to disrupt and eliminate the cohorts of an opposing faction, Nakonishi thrusts himself on the prowl after three of his sexy co-workers around whom this sex drama spirals. 
 
(Source: AniDB)",['Hentai'],"Jul 24, 2003 to Feb 26, 2004",3.0,6592,5137,,7.04,https://cdn.myanimelist.net/images/anime/3/50553.jpg,https://myanimelist.net/anime/2433/Lingeries
5315,Ero Manga Mitai na Koi Shiyo,Based on the manga by Yasui Riosuke.,['Hentai'],"Jun 27, 2008 to Sep 26, 2008",2.0,5423,5559,,7.04,https://cdn.myanimelist.net/images/anime/11/85126.jpg,https://myanimelist.net/anime/5315/Ero_Manga_Mitai_na_Koi_Shiyo
34795,Tamashii Insert,"Half a year after Naoto Takahashi's father got remarried, he hasn't gotten used to the new family members: his stepmother, Sachiko, and his new little sister, Yui. One night as he tries to figure out how to smooth things over with his sister, he gets an app to allows him to take over someone else's body.",['Hentai'],"Jul 7, 2017 to Oct 6, 2017",2.0,9119,4525,,7.05,https://cdn.myanimelist.net/images/anime/3/89399.jpg,https://myanimelist.net/anime/34795/Tamashii_Insert
17745,Kakushi Dere,"Nonoka goes out of her way to make a written confession to the older brother of one of her classmates, but he doesn't even read the letters. This prompts her to stop by in person, and express her ""hate"" for him through various antics...",['Hentai'],"Apr 19, 2013 to Nov 29, 2013",3.0,7121,5004,,7.05,https://cdn.myanimelist.net/images/anime/1336/104092.jpg,https://myanimelist.net/anime/17745/Kakushi_Dere
32518,Shoujo kara Shoujo e...,Based on the erotic manga by Shiomaneki. ,['Hentai'],"Feb 12, 2016 to Mar 11, 2016",2.0,4655,5926,,7.05,https://cdn.myanimelist.net/images/anime/1391/104326.jpg,https://myanimelist.net/anime/32518/Shoujo_kara_Shoujo_e
10280,Uchuu Kaizoku Sara Special,An exclusive sequel included in the DVD Box of Uchuu Kaizoku Sara.,"['Hentai', 'Sci-Fi']","Nov 26, 2010",1.0,4301,6106,,7.06,https://cdn.myanimelist.net/images/anime/8/28277.jpg,https://myanimelist.net/anime/10280/Uchuu_Kaizoku_Sara_Special
6465,Kangoku Senkan,"Lieri Bishop, an up-and-coming New Solars Commander and her aide, Major Naomi Evans board a battleship to earth to report the Neo Terrors' crimes to the Universal Federeation. The captain of the ship who is of the Neo Terrors, Donny Bogan, has had a grudge on them since four years ago when they had sabotaged a kidnapping mission on earth and got him arrested. So he has his chance and brainwashes them. Now when the lights change in the battleship, their personalities switches to one that suits the crew and thats when the ""sexual"" party begins... 
",['Hentai'],"May 23, 2009 to Dec 30, 2010",4.0,7344,4912,,7.06,https://cdn.myanimelist.net/images/anime/3/33347.jpg,https://myanimelist.net/anime/6465/Kangoku_Senkan
9435,Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,Based on erotic game Anejiru ~Shirakawa Sanshimai ni Omakase~ by Atelier Kaguya.,['Hentai'],"Nov 26, 2010 to Feb 25, 2011",2.0,9969,4353,,7.06,https://cdn.myanimelist.net/images/anime/7/53279.jpg,https://myanimelist.net/anime/9435/Ane_Jiru_2_The_Animation__Shirakawa_Sanshimai_ni_Omakase
1787,Viper GTS,"Carrera is a female demon whose job is to create a wish granting contract with a human being in exchange for their soul. Along with her partners/rivals Mercedes and Rati, they carry out this job for the benefit of the demon world. When Carrera is summoned by the nerdy Ogawa, she finds him to be more interesting than her previous clients and develops a crush. Mercedes tries to get involved with Ogawa also to compete with Carrera. However, the female angels are upset by this disturbance and are willing to purify the demons with their precious ""holy water"" to save Ogawa's soul. 
 
(Source: ANN)","['Demons', 'Hentai']","Dec 24, 2002 to Sep 25, 2003",3.0,10432,4263,,7.07,https://cdn.myanimelist.net/images/anime/4/41529.jpg,https://myanimelist.net/anime/1787/Viper_GTS
16638,Fault!! Service: Aratanaru Rival,"After a tumultuous summer vacation, Shuuichi begins the second school term while under the constant love assault from Ai and Mio. One day the tennis club leader Reiko announced that they will participate in the school festival at the end of the month, which they decided to run a cosplay cafe after much wrangling. Afterwards, she decided that she wanted to run as a candidate for next term's student council. That wasn’t the end of his tumultuous days as a transfer student suddenly appeared in his class... 
 
(Source: AniDB)","['Hentai', 'School']","Feb 22, 2013",1.0,8152,4731,,7.07,https://cdn.myanimelist.net/images/anime/1421/103952.jpg,https://myanimelist.net/anime/16638/Fault_Service__Aratanaru_Rival
8039,Oppai no Ouja 48,"The other day, when I was reading an adult book, I thought, ""I can tell whose breasts they are by just looking at them. Well, am I a king of oppai?"" However, there was no way to prove it.... But one day, I receive a letter and it includes a bunch of free sex tickets! Also, the reverse side of each ticket has the photo of someone's breasts. When I'm confused, a girl, Nil, appears in front of me. According to her, I'm qualified to take part in a game. It seems the tickets aren't fake. My mission is to look for a girl who's got the same breasts printed on the ticket. Like this, my search for oppai begins.... 
 
(Source: ErogeShop)",['Hentai'],"Mar 19, 2010 to Jul 16, 2010",2.0,6587,5143,,7.08,https://cdn.myanimelist.net/images/anime/7/19594.jpg,https://myanimelist.net/anime/8039/Oppai_no_Ouja_48
35727,Mayoiga no Oneesan The Animation,,['Hentai'],"Jul 7, 2017",1.0,6188,5310,,7.08,https://cdn.myanimelist.net/images/anime/10/86855.jpg,https://myanimelist.net/anime/35727/Mayoiga_no_Oneesan_The_Animation
2867,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,"For some reason, Shirakawa Yu has been living with his grandparents, but he is supposed to live with his mother after an interval of more than ten years with her new husband, that is, his father-in-law. There, his sisters-in-law, Shirakaw Kyoko, Ryoko and Anzu, who have grown to be very beautiful women, are waiting for him. The sisters welcome him, and let him use the room of their father who is always absent because of his archaeological studies. In the room, he finds a queer jar. It is a cursed jar that will cast upon him the worst of curses unless he collects women's love juices within a limited period of time. 
 
(Source: AnimeNfo)",['Hentai'],"Dec 22, 2006 to Mar 23, 2007",2.0,11676,4058,,7.08,https://cdn.myanimelist.net/images/anime/1895/103803.jpg,https://myanimelist.net/anime/2867/Ane_Jiru_The_Animation__Shirakawa_Sanshimai_ni_Omakase
3771,"Nee, Chanto Shiyou Yo!","Based on a game by Candy Soft  
 
My name is Kuya Hiiragi. Actually, I have six elder sisters. The eldest sister is Hinano Ne-san although she looks quite young. She is always worrying about that, so if she is treated like a child, she gets angry. The second sister is Kaname Onee-sama. She is a popular lawyer and is known as the ""Icy Lawyer"". In fact, she is my first love. The third is Serori Ne-Ne. She is half Japanese and half North European. She has the most voluptuous body of all the sisters, but her behavior is very childish. The fourth is Tomoe Ne. Although she looks quite stern, she is actually quite gentle and gets teased by the other sisters. The fifth is Takane Aneki. She is highhanded, and treats me like a servant. She often beats me. The youngest sister is Umi Oneechan. She takes care of me a lot, and devotes much love to me. 
 
When I was a child, I was adopted by the Hiiragi family. But because the father was afraid that the sisters would spoil me, I was sent to a relative to train myself. It is the first time I`ve gone home since then. I was very excited to see them again, especially Kaname, my first love. 
 
They welcomed me home, but late at night, Kaname Onee-sama raped me, and treated me like a toy. I felt very ashamed and I made up my mind to train my sex technique to put her to shame...with the help of the other sisters. 
 
(Source: AnimeNfo)",['Hentai'],"Nov 25, 2005 to Jul 27, 2007",5.0,9550,4418,,7.09,https://cdn.myanimelist.net/images/anime/12/29842.jpg,https://myanimelist.net/anime/3771/Nee_Chanto_Shiyou_Yo
39042,Gaki ni Modotte Yarinaoshi!!!,"Based on the CG collection by Marron-Marron. 
 
(Source: AniDB)","['Hentai', 'School']","Jan 18, 2019 to ?",,2828,7135,,7.09,https://cdn.myanimelist.net/images/anime/1157/103062.jpg,https://myanimelist.net/anime/39042/Gaki_ni_Modotte_Yarinaoshi
37474,Houkago no Yuutousei,,['Hentai'],"May 25, 2018 to ?",,3350,6747,,7.1,https://cdn.myanimelist.net/images/anime/1639/93062.jpg,https://myanimelist.net/anime/37474/Houkago_no_Yuutousei
30898,Tsunpri,,['Hentai'],"Dec 25, 2015",1.0,5396,5592,,7.11,https://cdn.myanimelist.net/images/anime/11/76164.jpg,https://myanimelist.net/anime/30898/Tsunpri
32063,Kyonyuu Hitozuma Onna Kyoushi Saimin,"Morishita Wataru grew up on a motherless family, but despite his lonely environment, he worked hard and managed to enroll on the prestigious Ousei academy. The school is run by an old scholarship rule, in which the students' grades are tied to the teacher's evaluation, so the teachers inevitably give the students a strict education. 
 
Morishita has good grades, but on a class where everyone is an excellent student, his grades where below the average. Her homeroom teacher Tsukishima Kyoko was particularly strict on him, and not only about his grades, but even on his daily life. Morishita was very stressed between the difficult studies and the harsh teaching, but he had someone to help him, she was the assistant homeroom teacher of his class Shirakawa Miwa, a kind, maternal woman who understood Moshita's circumstances and was always on his mind. 
 
However, she suddenly announced her marriage, and Morishita who lost his friend and only moral support fell into despair. Naturally he could not concentrate on his studies and ended up getting the lowest score on the scholarship test, ending up going to special classes after school. 
 
His stress was bigger than ever, now that her admired Miwa was going to be another's man woman and his grades are the lowest. At that moment, his smartphone started to vibrate, checking it out of curiosity, there was an app he had never seen called ""Hypnosis app""... 
 
(Source: VNDB)",['Hentai'],"Jan 2, 2016 to Feb 19, 2016",2.0,5396,5612,,7.11,https://cdn.myanimelist.net/images/anime/1626/104297.jpg,https://myanimelist.net/anime/32063/Kyonyuu_Hitozuma_Onna_Kyoushi_Saimin
38995,Hinagiku Virgin Lost Club e Youkoso,,['Hentai'],"Mar 15, 2019 to ?",,2352,7559,,7.11,https://cdn.myanimelist.net/images/anime/1753/103724.jpg,https://myanimelist.net/anime/38995/Hinagiku_Virgin_Lost_Club_e_Youkoso
39085,Aikagi The Animation,,['Hentai'],"Apr 26, 2019",1.0,2986,7111,,7.11,https://cdn.myanimelist.net/images/anime/1938/103793.jpg,https://myanimelist.net/anime/39085/Aikagi_The_Animation
19631,Tayu Tayu,"Anime adaptation of an adult manga by Yamatogawa. 
 
Since his parents moved abroad for business, Reiji was forced to live at his old place in the country side. When he decided to enjoy an open air bath, 2 female childhood friends notice him. That's where the story begins...  
 
(Source: BakaBT)","['Harem', 'Hentai', 'Romance']","Oct 27, 2013 to Apr 11, 2014",4.0,7558,4868,,7.12,https://cdn.myanimelist.net/images/anime/7/53203.jpg,https://myanimelist.net/anime/19631/Tayu_Tayu
18525,Rin x Sen + Ran -> Sem: Cross Mix,A cross over between the two hentai RIN×SEN and RAN→SEM.,['Hentai'],"Jun 28, 2013 to Aug 30, 2013",2.0,6817,5075,,7.12,https://cdn.myanimelist.net/images/anime/6/49555.jpg,https://myanimelist.net/anime/18525/Rin_x_Sen___Ran_-%3E_Sem__Cross_Mix
30891,Oni Chichi: Refresh♥,"Join Airi, Sana and her dad as they take a trip to the beach.",['Hentai'],"Aug 14, 2015 to Apr 28, 2017",4.0,11395,4121,,7.12,,https://myanimelist.net/anime/30891/Oni_Chichi__Refresh%E2%99%A5
2446,Nikuyome: Takayanagi Ke no Hitobito,"Mitsuko is a beautiful woman who had just married. She went to her husband's house and began to live with his family, but it was the beginning of her life as a sex slave for most of the males in her husband's family.",['Hentai'],"Aug 25, 2005 to Mar 25, 2007",4.0,5595,5499,,7.12,https://cdn.myanimelist.net/images/anime/6/22149.jpg,https://myanimelist.net/anime/2446/Nikuyome__Takayanagi_Ke_no_Hitobito
40023,Lovely Heart,,['Hentai'],"Nov 8, 2019 to ?",,1538,8566,,7.13,https://cdn.myanimelist.net/images/anime/1969/103710.jpg,https://myanimelist.net/anime/40023/Lovely_Heart
15841,Tsun Tsun Maid wa Ero Ero Desu,"Eishun's busty, tsundere childhood friend, Kiriha, becomes his personal maid. After secretly taking pictures of her in her maid outfit, Eishun ends up getting caught masturbating to them by Kiriha.",['Hentai'],"Mar 2, 2013 to May 24, 2013",2.0,10152,4369,,7.14,https://cdn.myanimelist.net/images/anime/13/42905.jpg,https://myanimelist.net/anime/15841/Tsun_Tsun_Maid_wa_Ero_Ero_Desu
9311,Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,"Touya's days with his tutors continue as his parents are out once again, leaving them all alone with him.",['Hentai'],"Oct 22, 2010 to Jan 28, 2011",2.0,7494,4880,,7.11,https://cdn.myanimelist.net/images/anime/1327/104139.jpg,https://myanimelist.net/anime/9311/Kateikyoushi_no_Oneesan_2_The_Animation__H_no_Hensachi_Agechaimasu
4763,Tsuma Shibori,"Kousuke lives a boring life without women.... One day, his father introduces a woman, Madoka, and he is forced to live with her. Madoka's older sister Sakura starts to live with them to keep watch on them and his cohabitation with two beautiful sisters starts....a world filled with wives in need of some attention awaits him. 
 
(Source: saishuu.com)","['Hentai', 'Romance']","May 25, 2008 to Sep 25, 2008",2.0,6760,5093,,7.14,https://cdn.myanimelist.net/images/anime/3/9159.jpg,https://myanimelist.net/anime/4763/Tsuma_Shibori
32620,Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,"Set in a rural town, Kouta is the only son and heir to the Mikomori shrine in the small redeveloping town of Tsumagoi-chou which had been declining in popularity. He didn’t have any interest in inheriting the shrine. Instead, he focused on his studies, aiming to be a civil servant upon graduation. His widowed father talked about marrying a young girl, but then he suddenly disappeared. That girl Erina came to live with him, along with her younger sister Motoka. With the help of his childhood friend Mio and a few supporters of the shrine, they managed to continue living normal lives. One day, Erina brought home a girl Mai, who called herself his fiancée. One thing led to another, culminating with Erina ordering him to get her pregnant.",['Hentai'],"Apr 28, 2016",1.0,6486,5193,,7.14,https://cdn.myanimelist.net/images/anime/1043/104293.jpg,https://myanimelist.net/anime/32620/Koinaka__Koinaka_de_Hatsukoi_x_Nakadashi_Sexual_Life_The_Animation
3220,Kanashimi no Belladonna,"The beautiful Jeanne marries a man named Jean, and the happy newlyweds make their way to the Lord's castle with a cow's worth of money for his blessings. However, the demonic Lord is unmoved by their offering, ignoring their desperate, impoverished pleas. The Lord's wife offers an alternative: Jeanne must become the Lord's conquest for the night in a ritual deflowering. 
 
Scarred by the experience, the shaken Jeanne receives no sympathy from her husband. Instead, she is neglected. But as Jeanne drifts off to sleep, she is met by a strange spirit that encourages her to deliver retribution to those who wronged her. And with a mysterious surge of pleasure and an unquenching libido, Jeanne agrees. 
 
 Kanashimi no Belladonna  is a captivating, psychosexual adventure that tells a story of cunning witchcraft and deceitful superstition in a poor, rural village of medieval France. 
 
[Written by MAL Rewrite]","['Dementia', 'Drama', 'Hentai', 'Historical']","Jun 30, 1973",1.0,16980,3464,,7.14,https://cdn.myanimelist.net/images/anime/11/24740.jpg,https://myanimelist.net/anime/3220/Kanashimi_no_Belladonna
21925,Chichiiro Toiki,"Based on the adult manga by Goban. 
 
Takashi's childhood friend Saya and his younger sister Mika may not see him as a real man, but just being around them has been provoking him more and more. Following yet another failed proposal on his part, Saya feels bad for him and lets him grope her breasts, but it quickly gets out of hand and turns into a full night of full-blown sex! 
 
(Source: H-Moe) ",['Hentai'],"May 30, 2014 to Sep 5, 2014",2.0,8602,4627,,7.14,https://cdn.myanimelist.net/images/anime/1461/103896.jpg,https://myanimelist.net/anime/21925/Chichiiro_Toiki
34963,Yarimoku Beach ni Shuugakuryokou de!! The Animation,Based on the manga by Shiwasu no Okina. ,['Hentai'],"May 26, 2017",1.0,5930,5376,,7.15,,https://myanimelist.net/anime/34963/Yarimoku_Beach_ni_Shuugakuryokou_de_The_Animation
38033,Soikano: Gyutto Dakishimete - The Animation,,['Hentai'],"Sep 28, 2018 to ?",,2147,7777,,7.15,https://cdn.myanimelist.net/images/anime/1114/103764.jpg,https://myanimelist.net/anime/38033/Soikano__Gyutto_Dakishimete_-_The_Animation
39800,Joshi Luck!,"A guy by the name of Kuroda-sensei is given a job as the new coach/adviser of the girls lacrosse club in a all female school called Felinus Academy for Girls but... it turns out to be a bumpy ride as he encounters sex fiends among the squad, and his adventures begins as he attempts to gain their respect as adviser. 
  
(Source: MU)","['Harem', 'Hentai', 'Sports', 'Romance', 'School']","Sep 6, 2019 to Oct 4, 2019",2.0,2669,7288,,7.15,https://cdn.myanimelist.net/images/anime/1619/103703.jpg,https://myanimelist.net/anime/39800/Joshi_Luck
29807,Honoo no Haramase Paidol My★Star Gakuen Z The Animation,Based on the adult novel by Minami Ebinuma and Squeez.,['Hentai'],"Apr 24, 2015",1.0,4964,5775,,7.15,https://cdn.myanimelist.net/images/anime/1356/104003.jpg,https://myanimelist.net/anime/29807/Honoo_no_Haramase_Paidol_My%E2%98%85Star_Gakuen_Z_The_Animation
18693,Tenioha!: Onnanoko datte Honto wa Ecchi da yo?,Based on the erotic game by Rootnuko+H.,['Hentai'],"Nov 22, 2013 to Jan 31, 2014",2.0,7824,4806,,7.16,https://cdn.myanimelist.net/images/anime/1544/103741.jpg,https://myanimelist.net/anime/18693/Tenioha__Onnanoko_datte_Honto_wa_Ecchi_da_yo
